annotator	line_number	vclaim_id	vclaim_url	date	label	sentence	vclaim	stance	verdict	
ai	560	7461	http://politifact.com/truth-o-meter/statements/2014/aug/10/lindsey-graham/graham-us-intelligence-leaders-predicting-isis-att/	on Sunday, August 10th, 2014	Half-True	But the top people in the FBI, headed by Comey, were crooked.	Top U.S. intelligence officials have told"every member of Congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq."	unrelated	unknown	
ai	561	3072	http://politifact.com/truth-o-meter/statements/2017/jul/25/donald-trump/tweet-donald-trump-revives-charge-improper-ties-be/	on Tuesday, July 25th, 2017	Mostly False	You look at McCabe where he takes $700,000 from somebody supporting Hillary Clinton.	The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!	agree	unknown	
ai	561	4047	http://politifact.com/truth-o-meter/statements/2016/oct/26/donald-trump/facts-dispute-donald-trumps-claim-donation-fbi-spo/	on Wednesday, October 26th, 2016	Mostly False	You look at McCabe where he takes $700,000 from somebody supporting Hillary Clinton.	The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.	agree	unknown	
ni	561	3072	http://politifact.com/truth-o-meter/statements/2017/jul/25/donald-trump/tweet-donald-trump-revives-charge-improper-ties-be/	on Tuesday, July 25th, 2017	Mostly False	You look at McCabe where he takes $700,000 from somebody supporting Hillary Clinton.	The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!	repeated	repeated	
ni	561	4047	http://politifact.com/truth-o-meter/statements/2016/oct/26/donald-trump/facts-dispute-donald-trumps-claim-donation-fbi-spo/	on Wednesday, October 26th, 2016	Mostly False	You look at McCabe where he takes $700,000 from somebody supporting Hillary Clinton.	The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.	repeated	repeated	
ai	562	3072	http://politifact.com/truth-o-meter/statements/2017/jul/25/donald-trump/tweet-donald-trump-revives-charge-improper-ties-be/	on Tuesday, July 25th, 2017	Mostly False	He takes $700,000 for his wife's campaign.	The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!	repeated	repeated	
ni	562	3072	http://politifact.com/truth-o-meter/statements/2017/jul/25/donald-trump/tweet-donald-trump-revives-charge-improper-ties-be/	on Tuesday, July 25th, 2017	Mostly False	He takes $700,000 for his wife's campaign.	The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!	agree	FALSE	
ni	562	4047	http://politifact.com/truth-o-meter/statements/2016/oct/26/donald-trump/facts-dispute-donald-trumps-claim-donation-fbi-spo/	on Wednesday, October 26th, 2016	Mostly False	He takes $700,000 for his wife's campaign.	The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.	agree	FALSE	
ai	565	3072	http://politifact.com/truth-o-meter/statements/2017/jul/25/donald-trump/tweet-donald-trump-revives-charge-improper-ties-be/	on Tuesday, July 25th, 2017	Mostly False	He took $700,000 from a group headed by Terry McAuliffe who was under investigation by McCabe and the FBI and that investigation disappeared.	The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!	discuss	unknown	
ai	565	4047	http://politifact.com/truth-o-meter/statements/2016/oct/26/donald-trump/facts-dispute-donald-trumps-claim-donation-fbi-spo/	on Wednesday, October 26th, 2016	Mostly False	He took $700,000 from a group headed by Terry McAuliffe who was under investigation by McCabe and the FBI and that investigation disappeared.	The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.	discuss	unknown	
ai	565	8927	http://politifact.com/virginia/statements/2013/sep/03/ken-cuccinelli/cuccinelli-says-mcauliffe-under-investigation/	on Tuesday, September 3rd, 2013	FALSE	He took $700,000 from a group headed by Terry McAuliffe who was under investigation by McCabe and the FBI and that investigation disappeared.	Theres only one candidate under investigation  Terry McAuliffe.	discuss	unknown	
ai	567	5550	http://politifact.com/truth-o-meter/statements/2016/jan/15/jeb-bush/heres-whats-wrong-jeb-bush-saying-hillary-clinton-/	on Thursday, January 14th, 2016	Half-True	And you look at the corruption at the top of the FBI.	Says Hillary Clinton "isunder investigation with the FBI right now."	unrelated	unknown	
ai	567	3289	http://politifact.com/punditfact/statements/2017/may/18/rush-limbaugh/rush-limbaugh-says-donald-trump-barack-obama-also-/	on Thursday, May 18th, 2017	Mostly False	And you look at the corruption at the top of the FBI.	What Trump is alleged to have done is actually no different than what Barack Obama did in April last year when he made it known that he didnt want Hillary prosecuted.	unrelated	unknown	
ai	572	2168	http://politifact.com/truth-o-meter/statements/2018/apr/20/donald-trump/trump-falsely-says-comey-memos-disprove-collusion-/	on Friday, April 20th, 2018	Pants on Fire!	There is no collusion with me	James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION	agree	FALSE	
ai	572	889	http://politifact.com/truth-o-meter/statements/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/	on Thursday, March 14th, 2019	Pants on Fire!	There is no collusion with me	Says Paul Manaforts sentencing judge, Amy Berman Jackson, "conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."	discuss	unknown	
ai	572	1789	http://politifact.com/truth-o-meter/statements/2018/jul/31/donald-trump/donald-trump-says-collusion-no-crime-right/	on Tuesday, July 31st, 2018	Mostly False	There is no collusion with me	Collusion is not a crime.	unrelated	unknown	
ai	572	3312	http://politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trumps-mostly-false-claim-clapper-said-no-collusio/	on Friday, May 12th, 2017	Mostly False	There is no collusion with me	Says James Clapper "and virtually everyone else" said "there is no collusion" in the Russia investigation findings.	discuss	unknown	
ai	572	2390	http://politifact.com/truth-o-meter/statements/2018/feb/19/donald-trump/donald-trump-falsely-denies-he-denied-russian-medd/	on Monday, February 19th, 2018	Pants on Fire!	There is no collusion with me	I never said Russia did not meddle in the election.	unrelated	unknown	
ni	572	2168	http://politifact.com/truth-o-meter/statements/2018/apr/20/donald-trump/trump-falsely-says-comey-memos-disprove-collusion-/	on Friday, April 20th, 2018	Pants on Fire!	There is no collusion with me	James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION	repeated	repeated	
ni	572	889	http://politifact.com/truth-o-meter/statements/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/	on Thursday, March 14th, 2019	Pants on Fire!	There is no collusion with me	Says Paul Manaforts sentencing judge, Amy Berman Jackson, "conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."	repeated	repeated	
ni	572	2557	http://politifact.com/california/statements/2018/jan/02/donald-trump/trumps-false-claim-dianne-feinstein-said-there-no-/	on Tuesday, January 2nd, 2018	FALSE	There is no collusion with me	Said Dianne Feinstein said "there is no collusion" between the Trump campaign and Russia.	discuss	unknown	
ni	572	3312	http://politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trumps-mostly-false-claim-clapper-said-no-collusio/	on Friday, May 12th, 2017	Mostly False	There is no collusion with me	Says James Clapper "and virtually everyone else" said "there is no collusion" in the Russia investigation findings.	repeated	repeated	
