line_number	vclaim_id	sentence	vclaim	comment-1	comment-2	comment-3	stance-1	stance-2	stance-3	stance	verdict-1	verdict-2	verdict-3	verdict
604	11989	We've also obtained historic increase in defense spending to prevent and deter conflict.	Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.				agree	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
604	6572	We've also obtained historic increase in defense spending to prevent and deter conflict.	Inflationadjusted defense spending has declined 21 percent since 2010, and even if we discount the drawdowns in Iraq and Afghanistan, it has still declined by a dangerous 12 percent.		date		discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
604	15562	We've also obtained historic increase in defense spending to prevent and deter conflict.	The Obama administration is "cutting back on defense"		date		unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
604	759	We've also obtained historic increase in defense spending to prevent and deter conflict.	For every dollar we spend on actual peace creation, we spend over $1,000 on ways to prepare for war.				unrelated	unrelated	disagree	unrelated	unknown	unknown	unknown	unknown
604	10092	We've also obtained historic increase in defense spending to prevent and deter conflict.	Says Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
604	10247	We've also obtained historic increase in defense spending to prevent and deter conflict.	Says Romney wants to add $2 trillion to the defense budget that the military hasnt asked for.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
605	11474	We believe in peace through strength.	Ronald Reagans philosophy of "peace through strength" is why "the Iranians released the hostages on the same day and at the same hour that Reagan was sworn in."				unrelated	not-claim	not-claim	not-claim	unknown	not-claim	unknown	unknown
605	5540	We believe in peace through strength.	Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was "no longer under the command of someone weak."				unrelated	not-claim	not-claim	not-claim	unknown	not-claim	unknown	unknown
607	4042	Thousands and thousands of brave Americans have paid the ultimate price for our freedom.	Weve spent $6 trillion on the wars in the Middle East.		not important		unrelated	unrelated	not-claim	unrelated	unknown	unknown	unknown	unknown
642	12623	So, in Washington, we're taking power out of the hands of donors and special interests, and putting that power back into the hands of the people that voted for us, OK?	Says Sen. Luther Olsen, his recall opponent, supported the sale of stateowned power plants "not to the highest bidder, but to the biggest donors" with no oversight.				agree	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
642	14076	So, in Washington, we're taking power out of the hands of donors and special interests, and putting that power back into the hands of the people that voted for us, OK?	Liberal outofstate special interests are spending millions on 5 and 6 to change the way Florida draws its congressional and legislative districts.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
642	7177	So, in Washington, we're taking power out of the hands of donors and special interests, and putting that power back into the hands of the people that voted for us, OK?	The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
642	8046	So, in Washington, we're taking power out of the hands of donors and special interests, and putting that power back into the hands of the people that voted for us, OK?	Less than 1 percent of 1 percent of the American population has given an amount over $200 to a federal political campaign.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
642	3136	So, in Washington, we're taking power out of the hands of donors and special interests, and putting that power back into the hands of the people that voted for us, OK?	Spicer "Trump has the legal right to cancel SCOTUS because they serve at his pleasure"				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
644	4203	The same failed voices in Washington who opposed our movement are the same people who gave us one terrible trade deal after another who gave us one foreign policy disaster after another who sacrificed our sovereignty, our wealth, and our jobs.	Says Ron Johnson "helped companies ship jobs overseas."				discuss	agree	unrelated	unrelated	unknown	unknown	unknown	unknown
644	5210	The same failed voices in Washington who opposed our movement are the same people who gave us one terrible trade deal after another who gave us one foreign policy disaster after another who sacrificed our sovereignty, our wealth, and our jobs.	The TransPacific trade deal could cost America 448,000 more jobs.				agree	agree	agree	agree	unknown	unknown	unknown	unknown
644	4634	The same failed voices in Washington who opposed our movement are the same people who gave us one terrible trade deal after another who gave us one foreign policy disaster after another who sacrificed our sovereignty, our wealth, and our jobs.	America has lost nearlyone third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.				agree	agree	agree	agree	unknown	unknown	unknown	unknown
644	14066	The same failed voices in Washington who opposed our movement are the same people who gave us one terrible trade deal after another who gave us one foreign policy disaster after another who sacrificed our sovereignty, our wealth, and our jobs.	Mr. Renacci was registered as a foreign trade lobbyist in the United States government.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
644	4722	The same failed voices in Washington who opposed our movement are the same people who gave us one terrible trade deal after another who gave us one foreign policy disaster after another who sacrificed our sovereignty, our wealth, and our jobs.	Says Donald Trump made a lot of money from outsourcing jobs thanks to NAFTA "but never, ever raised his voice against it when Congress was considering it."				agree	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
644	3409	The same failed voices in Washington who opposed our movement are the same people who gave us one terrible trade deal after another who gave us one foreign policy disaster after another who sacrificed our sovereignty, our wealth, and our jobs.	Weve lost 70,000 factories since China joined the World Trade Organization.				agree	unrelated	agree	agree	unknown	unknown	unknown	unknown
644	4450	The same failed voices in Washington who opposed our movement are the same people who gave us one terrible trade deal after another who gave us one foreign policy disaster after another who sacrificed our sovereignty, our wealth, and our jobs.	NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.				agree	agree	agree	agree	unknown	unknown	unknown	unknown
667	3165	We've accomplished historic amounts in a short period of time.	President Trump has signed more bills into law "than any president previously before at this stage in the game."				discuss	agree	agree	agree	unknown	unknown	unknown	unknown
667	3360	We've accomplished historic amounts in a short period of time.	President Trump has passed more legislation in his first 100 days than any president since Harry Truman.				discuss	agree	agree	agree	unknown	unknown	unknown	unknown
667	3392	We've accomplished historic amounts in a short period of time.	No administration has accomplished more in the first 90 days.				agree	agree	agree	agree	unknown	unknown	FALSE	unknown
668	3217	We've signed more than 50 pieces of legislation.	Rare is the president "who's passed more legislation, who's done more things than what we've done, between the executive orders and the jobkilling regulations that have been terminated."				unrelated	discuss	agree	unrelated	unknown	unknown	unknown	unknown
668	3089	We've signed more than 50 pieces of legislation.	Weve signed more bills  and Im talking about through the legislature  than any president ever.				discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
668	3165	We've signed more than 50 pieces of legislation.	President Trump has signed more bills into law "than any president previously before at this stage in the game."				discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
668	3376	We've signed more than 50 pieces of legislation.	Trump has "worked with Congress to pass more legislation in his first 100 days than any president since Truman."				discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
668	3360	We've signed more than 50 pieces of legislation.	President Trump has passed more legislation in his first 100 days than any president since Harry Truman.				discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
670	1399	We've signed 50 appointed Justice Gorsuch nominated 31 new federal judges, with many more on the way.	Many presidents dont get the chance to put a Supreme Court justice on.				discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
670	3362	We've signed 50 appointed Justice Gorsuch nominated 31 new federal judges, with many more on the way.	For the first time in the modern political era, we have confirmed a new justice in the first 100 days.				discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
671	3217	So, importantly, we have aggressively canceled jobkilling regulations, and we're unleashing jobcreating American energy like we've never unleashed before.	Rare is the president "who's passed more legislation, who's done more things than what we've done, between the executive orders and the jobkilling regulations that have been terminated."				agree	agree	agree	agree	unknown	unknown	FALSE	unknown
672	15941	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	Obama, Biden and their liberal allies oppose clean coal.		date		unrelated	discuss	discuss	discuss	unknown	unknown	unknown	unknown
672	2465	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	We are now, very proudly, an exporter of energy to the world.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
672	4984	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.				unrelated	unrelated	disagree	unrelated	unknown	unknown	unknown	unknown
672	8848	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	The presidents own advisers have said theres a war on coal.		not sure		discuss	agree	discuss	discuss	unknown	unknown	unknown	unknown
672	13424	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	Says that President Obama said in 2008 that his proposed greenhouse gas regulations "will bankrupt" anyone who wants to build a new coalfired power plant.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
672	3244	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	Clean energy employs "more than half a million Californians. Thats nearly ten times more the number of coal mining jobs that exist in the entire nation."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
672	5262	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	The [Obama] administrations regulatory assault on coalfired energy has put thousands of Americans out of work				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
672	6157	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	Obamas Clean Power Plan ... eliminates coalfired power plants.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
672	1302	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	Says Joe Manchin "supported Obama and Clinton's campaigns to kill coal jobs."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
672	5621	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	We're practically not allowed to use coal any more. What do we do with our coal? We ship it to China and they spew it in the air.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
672	139	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	There are 1,600 new coalfired power plants being constructed as I speak around the world.				discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
672	1587	We've ended the war on beautiful, clean coal, and it's just been announced that a second, brandnew coal mine, where they're going to take out clean coal  meaning, they're taking out coal.	Says he "beat (President Barack) Obama at the Supreme Court, saving coal jobs."				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
673	15941	They're going to clean it  is opening in the state of Pennsylvania, the second one.	Obama, Biden and their liberal allies oppose clean coal.				not-claim	unrelated	discuss	not-claim	not-claim	unknown	unknown	not-claim
674	1324	And the state of West Virginia, which was way behind and lagging, was now, in terms of GDP increase, second last quarter to the state of Texas.	West Virginia added the highest percentage of new construction jobs in 2017 in the United States, at 14.4%. This amounted to 4,300 additional jobs! In fact, #WV was the only state with doubledigit growth!				agree	discuss	agree	agree	TRUE	unknown	unknown	unknown
674	1673	And the state of West Virginia, which was way behind and lagging, was now, in terms of GDP increase, second last quarter to the state of Texas.	A few months ago, it hit where West Virginia is, on a per capita basis, one of the most successful (gross domestic product) states in our union.				discuss	unrelated	agree	discuss	unknown	unknown	unknown	unknown
674	4456	And the state of West Virginia, which was way behind and lagging, was now, in terms of GDP increase, second last quarter to the state of Texas.	Today California is kicking our butt, creating more jobs and more economic growth than Texas.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
674	1232	And the state of West Virginia, which was way behind and lagging, was now, in terms of GDP increase, second last quarter to the state of Texas.	Last year we had the eighth fastestgrowing economy in the country in West Virginia.				agree	unrelated	agree	agree	unknown	unknown	unknown	unknown
674	6043	And the state of West Virginia, which was way behind and lagging, was now, in terms of GDP increase, second last quarter to the state of Texas.	Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.		date		unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
695	3772	No longer will we allow other countries to close our factories, steal our jobs, and drain our wealth.	We've made other countries rich while the wealth ... of our country has dissipated over the horizon.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
695	6491	No longer will we allow other countries to close our factories, steal our jobs, and drain our wealth.	America has lost over 50,000 manufacturing factories on other trade deals.				not-claim	not-claim	agree	not-claim	not-claim	not-claim	unknown	not-claim
695	12131	No longer will we allow other countries to close our factories, steal our jobs, and drain our wealth.	Every day in the United States, we are losing 15 factories.				not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
695	10501	No longer will we allow other countries to close our factories, steal our jobs, and drain our wealth.	Says "taxes were raised 115 times in the eight years before I became governor" and those increases were part of a "path that led to wealth and jobs and people leaving our state."				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
695	4449	No longer will we allow other countries to close our factories, steal our jobs, and drain our wealth.	Says Hillary Clinton is "proposing to print instant work permits for millions of illegal immigrants to come in and take everybody's jobs, including lowincome AfricanAmericans."				not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
695	3409	No longer will we allow other countries to close our factories, steal our jobs, and drain our wealth.	Weve lost 70,000 factories since China joined the World Trade Organization.				not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
698	4790	I immediately withdrew the United States from the disastrous TransPacific Partnership.	Says Hillary Clinton "has even deleted this record of total support (for the TransPacific Partnership trade agreement) from her book."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
698	4676	I immediately withdrew the United States from the disastrous TransPacific Partnership.	Says Hillary Clinton "has been a champion of globalist trade agreements. ... Worst of all, they are now pushing the disastrous 5,000page Obamatrade  the TransPacific Partnership agreement."				unrelated	agree	agree	agree	unknown	unknown	unknown	unknown
698	4249	I immediately withdrew the United States from the disastrous TransPacific Partnership.	Says to Hillary Clinton, "You heard what I said about (the TransPacific Partnership trade deal), and all of a sudden you were against it."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
698	6487	I immediately withdrew the United States from the disastrous TransPacific Partnership.	We're not allowed to read it (the TransPacific Partnership) before representatives vote on it.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
698	5877	I immediately withdrew the United States from the disastrous TransPacific Partnership.	On the TransPacific Partnership.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
698	6008	I immediately withdrew the United States from the disastrous TransPacific Partnership.	Bernie Sanders opposesthe TransPacific Partnership, and Hillary Clinton supportsit.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
698	5210	I immediately withdrew the United States from the disastrous TransPacific Partnership.	The TransPacific trade deal could cost America 448,000 more jobs.				unrelated	agree	agree	agree	unknown	unknown	unknown	unknown
698	8554	I immediately withdrew the United States from the disastrous TransPacific Partnership.	If the TransPacific Partnership "is fasttracked through the Senate, it won't receive a committee assignment" and the consideration will include "no debate."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
698	5459	I immediately withdrew the United States from the disastrous TransPacific Partnership.	I waited until (the TransPacific Partnership trade agreement) had actually been negotiated before deciding whether to endorse it.				unrelated	discuss	unrelated	unrelated	unknown	unknown	unknown	unknown
698	4233	I immediately withdrew the United States from the disastrous TransPacific Partnership.	If you look at any real analysis, the TransPacific Partnership is "going to generate betterpaying jobs that are more stable."				unrelated	disagree	agree	disagree	unknown	unknown	unknown	unknown
701	5315	We have begun formal renegotiation with Mexico and Canada on NAFTA.	NAFTA, supported by the Secretary (Clinton), cost us 800,000 jobs nationwide.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
701	3365	We have begun formal renegotiation with Mexico and Canada on NAFTA.	Before NAFTA, trade between the US and Mexico was around $50 billion. Now it stands at more than $500 billion.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
701	4450	We have begun formal renegotiation with Mexico and Canada on NAFTA.	NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
701	1544	We have begun formal renegotiation with Mexico and Canada on NAFTA.	Since NAFTAs adoption, the United States racked up trade deficits totaling more than $2 trillion.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
701	154	We have begun formal renegotiation with Mexico and Canada on NAFTA.	U.S. agricultural  food exports are expected to increase more than $2 billion annually under #USMCA				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
701	4129	We have begun formal renegotiation with Mexico and Canada on NAFTA.	New York State has been horribly, horribly hurt by NAFTA				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
701	1574	We have begun formal renegotiation with Mexico and Canada on NAFTA.	Under the North American Free Trade Agreement, "we lost millions of jobs."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
701	16323	We have begun formal renegotiation with Mexico and Canada on NAFTA.	Clinton said "great things about NAFTA until she started running for president."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
701	1573	We have begun formal renegotiation with Mexico and Canada on NAFTA.	Under the North American Free Trade Agreement, "we lost thousands of plants."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
701	4494	We have begun formal renegotiation with Mexico and Canada on NAFTA.	Says President Bill Clinton did not sign NAFTA.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
701	5455	We have begun formal renegotiation with Mexico and Canada on NAFTA.	With 320,000 net Ohio manufacturing jobs lost, (Sen. Rob) Portman calls NAFTA a proven success.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
702	16251	And I must be honest, and I've been talking about NAFTA for a long time, and I'm sorry it's taken six months, but we have to give notice.	Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
707	5738	Personally, I don't think we can make a deal, because we have been so badly taken advantage of They have made such great deals, both of the countries, but in particular, Mexico, that I don't think we can make a deal.	The TransPacific Partnership "was designed for China to come in, as they always do, through the back door and totally take advantage of everyone."	opinion			not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
707	4722	Personally, I don't think we can make a deal, because we have been so badly taken advantage of They have made such great deals, both of the countries, but in particular, Mexico, that I don't think we can make a deal.	Says Donald Trump made a lot of money from outsourcing jobs thanks to NAFTA "but never, ever raised his voice against it when Congress was considering it."	opinion			not-claim	not-claim	disagree	not-claim	not-claim	not-claim	unknown	not-claim
707	4113	Personally, I don't think we can make a deal, because we have been so badly taken advantage of They have made such great deals, both of the countries, but in particular, Mexico, that I don't think we can make a deal.	Back in the Great Recession, when millions of jobs across America hung in the balance, Donald Trump said rescuing the auto industry didnt really matter very much. He said, and I quote again, Let it go.	opinion			not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
708	15902	So I think we'll end up probably terminating NAFTA at some point, OK?	Obama said he would unilaterally renegotiate the North American Free Trade Agreement.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
708	16323	So I think we'll end up probably terminating NAFTA at some point, OK?	Clinton said "great things about NAFTA until she started running for president."				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
708	4450	So I think we'll end up probably terminating NAFTA at some point, OK?	NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
708	16251	So I think we'll end up probably terminating NAFTA at some point, OK?	Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
708	4129	So I think we'll end up probably terminating NAFTA at some point, OK?	New York State has been horribly, horribly hurt by NAFTA				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
708	16391	So I think we'll end up probably terminating NAFTA at some point, OK?	I know that Hillary on occasion has said  just last year said this (NAFTA) was a boon to the economy.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
708	1573	So I think we'll end up probably terminating NAFTA at some point, OK?	Under the North American Free Trade Agreement, "we lost thousands of plants."				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
708	5455	So I think we'll end up probably terminating NAFTA at some point, OK?	With 320,000 net Ohio manufacturing jobs lost, (Sen. Rob) Portman calls NAFTA a proven success.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
710	15902	But  but I told you from the first day, we will renegotiate NAFTA, or we will terminate NAFTA.	Obama said he would unilaterally renegotiate the North American Free Trade Agreement.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
710	3365	But  but I told you from the first day, we will renegotiate NAFTA, or we will terminate NAFTA.	Before NAFTA, trade between the US and Mexico was around $50 billion. Now it stands at more than $500 billion.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
710	4722	But  but I told you from the first day, we will renegotiate NAFTA, or we will terminate NAFTA.	Says Donald Trump made a lot of money from outsourcing jobs thanks to NAFTA "but never, ever raised his voice against it when Congress was considering it."				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
710	4631	But  but I told you from the first day, we will renegotiate NAFTA, or we will terminate NAFTA.	Says Hillary Clinton "supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the jobkilling trade deal with South Korea. She supported the TransPacific Partnership."				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
710	1573	But  but I told you from the first day, we will renegotiate NAFTA, or we will terminate NAFTA.	Under the North American Free Trade Agreement, "we lost thousands of plants."				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
710	16251	But  but I told you from the first day, we will renegotiate NAFTA, or we will terminate NAFTA.	Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
710	1544	But  but I told you from the first day, we will renegotiate NAFTA, or we will terminate NAFTA.	Since NAFTAs adoption, the United States racked up trade deficits totaling more than $2 trillion.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
710	4450	But  but I told you from the first day, we will renegotiate NAFTA, or we will terminate NAFTA.	NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
710	4494	But  but I told you from the first day, we will renegotiate NAFTA, or we will terminate NAFTA.	Says President Bill Clinton did not sign NAFTA.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
710	5455	But  but I told you from the first day, we will renegotiate NAFTA, or we will terminate NAFTA.	With 320,000 net Ohio manufacturing jobs lost, (Sen. Rob) Portman calls NAFTA a proven success.				unrelated	not-claim	disagree	unrelated	unknown	not-claim	unknown	unknown
713	3186	We are unleashing American energy, and I withdrew the United States from the jobkilling Paris Climate Accord.	A study by the National Economics Research Association showed that the (Paris climate) deal could cost 2.7 million lost jobs in the U.S. by 2025 should our country adhere to the commitments made by the Obama Administration.				discuss	agree	agree	agree	unknown	unknown	FALSE	unknown
713	3241	We are unleashing American energy, and I withdrew the United States from the jobkilling Paris Climate Accord.	A majority of President Trump's supporters and voters wanted (the United States) to stay in the Paris Agreement.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
713	3238	We are unleashing American energy, and I withdrew the United States from the jobkilling Paris Climate Accord.	China will be allowed to build hundreds of additional coal plants. So we cant build the plants, but they can, according to this (Paris) agreement.				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
713	3229	We are unleashing American energy, and I withdrew the United States from the jobkilling Paris Climate Accord.	Says an Internet meme shows people rejoicing over the Paris agreement.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
713	3251	We are unleashing American energy, and I withdrew the United States from the jobkilling Paris Climate Accord.	Syria and Nicaragua are the only nations that didn't sign the Paris Agreement. Nicaragua said it wasn't tough enough.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
713	3755	We are unleashing American energy, and I withdrew the United States from the jobkilling Paris Climate Accord.	One hundred and ninetyfour countries signed the Paris Agreement to control greenhouse gases. Our own voluntary agreement to accomplish the same goal  the Under2 MOU  has 165 signatories, representing a billion people.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
713	4880	We are unleashing American energy, and I withdrew the United States from the jobkilling Paris Climate Accord.	Says "Donald Trump says climate change is a hoax invented by the Chinese."				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
720	2619	Unemployment is, right now, at almost a 17year low.	Were  getting into the pool of the 100 million people that are not working. That pool is now coming back.				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
720	2141	Unemployment is, right now, at almost a 17year low.	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.				agree	discuss	agree	agree	TRUE	unknown	unknown	unknown
721	2469	Wages are rising.	After years of wage stagnation, we are finally seeing rising wages.				agree	agree	agree	agree	unknown	unknown	FALSE	unknown
721	1782	Wages are rising.	Between the first and second quarters of 2018  after the tax cuts were enacted  real wages fell by 1.8 percent.				discuss	discuss	disagree	discuss	unknown	unknown	unknown	unknown
721	2328	Wages are rising.	When I was campaigning, I was talking about 18 and 20 years (when) wages effectively went down. Now, for the first time in a long time, they're starting to go up for people.				agree	agree	agree	agree	unknown	unknown	unknown	unknown
721	2994	Wages are rising.	Wages "havent gone up for a long time."				discuss	discuss	discuss	discuss	unknown	unknown	unknown	unknown
721	340	Wages are rising.	Corporate profits are up, CEO pay is up, but average wages of Americans are flat.		date		disagree	unrelated	unrelated	unrelated	FALSE	unknown	unknown	unknown
722	2447	The stock market is at its alltime high in history, and economic growth has surged to 2.6 percent.	Consumer confidence, business confidence, and manufacturing confidence are the highest they have been in many decades.				discuss	unrelated	agree	discuss	unknown	unknown	unknown	unknown
722	3661	The stock market is at its alltime high in history, and economic growth has surged to 2.6 percent.	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.		date		agree	agree	agree	agree	TRUE	unknown	unknown	unknown
722	9815	The stock market is at its alltime high in history, and economic growth has surged to 2.6 percent.	Poverty levels (are) at an alltime high.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
722	2806	The stock market is at its alltime high in history, and economic growth has surged to 2.6 percent.	The Obama administration "borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense were reducing debt."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
722	497	The stock market is at its alltime high in history, and economic growth has surged to 2.6 percent.	When President Obama was elected, the market crashed  Trump was up 9%, President Obama was down 14.8% and President Bush was down almost 4%. There is an instant reaction on Wall Street.				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
726	4741	Those regulations that we've gotten rid of, which  and we're going to have some regulation, but it's going to be sensible regulation.	Says Donald Trump's position is"to roll back all" of the financial regulations passed after the financial crisis.				agree	agree	agree	agree	unknown	unknown	unknown	unknown
726	5433	Those regulations that we've gotten rid of, which  and we're going to have some regulation, but it's going to be sensible regulation.	Not one Republican has the guts to recognize that climate change is real.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
726	3604	Those regulations that we've gotten rid of, which  and we're going to have some regulation, but it's going to be sensible regulation.	We've repealed regulations for the first time in 20 years using the Congressional Review Act  three regulations that were going to cost the economy hundreds of millions of dollars and tens of thousands of jobs.				agree	agree	agree	agree	unknown	unknown	unknown	unknown
